
====== Step 1 ======
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774165124.110876 | Time=1811.35 ms | Mem=673.95 MB | MaxMem=673.95 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774165125.960581 | Time=0.06 ms | Mem=678.03 MB | MaxMem=678.03 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774165124.111055 | Time=1991.44 ms | Mem=681.31 MB | MaxMem=690.83 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774165126.113534 | Time=229.91 ms | Mem=731.98 MB | MaxMem=740.65 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=compute_loss         | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774165126.358339 | Time=50.53 ms | Mem=731.98 MB | MaxMem=740.65 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=compute_backward     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774165126.411984 | Time=91.43 ms | Mem=835.11 MB | MaxMem=839.07 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774165124.110999 | Time=2394.76 ms | Mem=835.11 MB | MaxMem=839.07 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774165126.507109 | Time=62.06 ms | Mem=983.21 MB | MaxMem=1124.56 MB | GpuUtil=0% | Power=39.70/300.00W

====== Step 2 ======
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774165126.577040 | Time=2.30 ms | Mem=983.21 MB | MaxMem=1124.56 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774165126.582303 | Time=3.39 ms | Mem=983.21 MB | MaxMem=1124.56 MB | GpuUtil=0% | Power=39.70/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774165125.965221 | Time=1107.76 ms | Mem=983.22 MB | MaxMem=1124.56 MB | GpuUtil=0% | Power=39.78/300.00W
