
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774873086.246403 | Time=790.43 ms | Mem=225.82 MB | MaxMem=225.82 MB | GpuUtil=66% | Power=216.86/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873087.057601 | Time=26.09 ms | Mem=423.44 MB | MaxMem=423.44 MB | GpuUtil=66% | Power=216.86/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774873086.246612 | Time=1020.84 ms | Mem=331.94 MB | MaxMem=607.19 MB | GpuUtil=53% | Power=210.17/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873087.280135 | Time=181.51 ms | Mem=1696.99 MB | MaxMem=1696.99 MB | GpuUtil=39% | Power=211.60/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774873087.483068 | Time=2.36 ms | Mem=1696.99 MB | MaxMem=1696.99 MB | GpuUtil=39% | Power=211.60/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873087.490806 | Time=0.00 ms | Mem=1696.99 MB | MaxMem=1696.99 MB | GpuUtil=39% | Power=211.60/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873087.092801 | Time=2528.81 ms | Mem=1672.37 MB | MaxMem=1696.99 MB | GpuUtil=0% | Power=110.73/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873086.246520 | Time=3480.00 ms | Mem=414.24 MB | MaxMem=1772.37 MB | GpuUtil=0% | Power=109.19/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873087.481313 | Time=2241.20 ms | Mem=414.24 MB | MaxMem=1772.37 MB | GpuUtil=0% | Power=109.19/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774873089.741038 | Time=88.90 ms | Mem=423.17 MB | MaxMem=1772.37 MB | GpuUtil=16% | Power=110.99/300.00W

