
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774345356.541147 | Time=9653.31 ms | Mem=299.69 MB | MaxMem=299.69 MB | GpuUtil=0% | Power=97.35/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345366.280874 | Time=3.05 ms | Mem=790.38 MB | MaxMem=790.38 MB | GpuUtil=0% | Power=96.22/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774345356.542464 | Time=12398.37 ms | Mem=699.82 MB | MaxMem=1800.82 MB | GpuUtil=100% | Power=95.98/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345368.964260 | Time=2678.51 ms | Mem=6089.87 MB | MaxMem=6089.87 MB | GpuUtil=100% | Power=96.10/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774345371.669290 | Time=16.12 ms | Mem=6089.87 MB | MaxMem=6089.87 MB | GpuUtil=100% | Power=96.09/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345371.704965 | Time=18.50 ms | Mem=6089.87 MB | MaxMem=6089.87 MB | GpuUtil=100% | Power=96.09/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345366.304686 | Time=27415.82 ms | Mem=5991.37 MB | MaxMem=6089.87 MB | GpuUtil=100% | Power=96.12/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345371.673148 | Time=22884.65 ms | Mem=1002.24 MB | MaxMem=6383.37 MB | GpuUtil=100% | Power=95.99/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345356.541995 | Time=38034.07 ms | Mem=1002.24 MB | MaxMem=6383.37 MB | GpuUtil=100% | Power=95.99/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774345394.647413 | Time=389.68 ms | Mem=619.17 MB | MaxMem=6383.37 MB | GpuUtil=100% | Power=96.05/300.00W

====== Step 2 ======
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774345395.058145 | Time=12.10 ms | Mem=619.17 MB | MaxMem=6383.37 MB | GpuUtil=100% | Power=96.05/300.00W
