
====== Step 1 ======
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774345356.721317 | Time=25794.93 ms | Mem=868.92 MB | MaxMem=868.92 MB | GpuUtil=86% | Power=87.98/300.00W
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774345382.647558 | Time=0.54 ms | Mem=967.61 MB | MaxMem=967.61 MB | GpuUtil=42% | Power=87.98/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774345356.720188 | Time=29224.46 ms | Mem=778.59 MB | MaxMem=1978.05 MB | GpuUtil=0% | Power=87.64/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774345386.007158 | Time=3498.38 ms | Mem=7226.51 MB | MaxMem=7275.42 MB | GpuUtil=0% | Power=87.61/300.00W
[GPU 3] Task=compute_loss         | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774345389.533134 | Time=619.44 ms | Mem=7226.46 MB | MaxMem=7275.42 MB | GpuUtil=0% | Power=87.84/300.00W
[GPU 3] Task=compute_backward     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774345390.174106 | Time=967.07 ms | Mem=1029.65 MB | MaxMem=7334.37 MB | GpuUtil=0% | Power=87.88/300.00W
[GPU 3] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774345356.721692 | Time=34453.88 ms | Mem=1029.65 MB | MaxMem=7334.37 MB | GpuUtil=0% | Power=87.88/300.00W
[GPU 3] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774345391.185854 | Time=1474.30 ms | Mem=1076.00 MB | MaxMem=7334.37 MB | GpuUtil=31% | Power=88.50/300.00W

====== Step 2 ======
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774345392.690649 | Time=22.31 ms | Mem=1076.00 MB | MaxMem=7334.37 MB | GpuUtil=31% | Power=88.50/300.00W
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774345392.735165 | Time=37.26 ms | Mem=1076.00 MB | MaxMem=7334.37 MB | GpuUtil=31% | Power=88.49/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774345382.668829 | Time=16716.90 ms | Mem=1076.50 MB | MaxMem=7334.37 MB | GpuUtil=83% | Power=124.17/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774345399.419487 | Time=50.96 ms | Mem=1273.05 MB | MaxMem=7334.37 MB | GpuUtil=68% | Power=123.08/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774345392.738601 | Time=8524.88 ms | Mem=1076.05 MB | MaxMem=7334.37 MB | GpuUtil=0% | Power=89.34/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774345401.289531 | Time=179.42 ms | Mem=7522.97 MB | MaxMem=7570.87 MB | GpuUtil=0% | Power=89.34/300.00W
[GPU 3] Task=compute_loss         | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774345401.496877 | Time=17.88 ms | Mem=7522.92 MB | MaxMem=7570.87 MB | GpuUtil=0% | Power=89.34/300.00W
[GPU 3] Task=compute_backward     | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774345401.536557 | Time=412.66 ms | Mem=1321.60 MB | MaxMem=7620.70 MB | GpuUtil=0% | Power=89.21/300.00W
[GPU 3] Task=copy_grad_out        | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774345391.228602 | Time=10733.49 ms | Mem=1321.60 MB | MaxMem=7620.70 MB | GpuUtil=0% | Power=89.21/300.00W
