
====== Step 1 ======
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774444735.662059 | Time=152.64 ms | Mem=385.60 MB | MaxMem=385.60 MB | GpuUtil=46% | Power=210.46/300.00W
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774444735.905077 | Time=8.82 ms | Mem=472.35 MB | MaxMem=472.35 MB | GpuUtil=46% | Power=210.46/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774444735.663370 | Time=1254.65 ms | Mem=443.73 MB | MaxMem=982.48 MB | GpuUtil=58% | Power=223.57/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774444736.934769 | Time=136.17 ms | Mem=5054.78 MB | MaxMem=5054.78 MB | GpuUtil=82% | Power=228.68/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774444737.085981 | Time=1.02 ms | Mem=5054.78 MB | MaxMem=5054.78 MB | GpuUtil=82% | Power=228.68/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774444737.094164 | Time=466.00 ms | Mem=5004.78 MB | MaxMem=5054.78 MB | GpuUtil=47% | Power=228.96/300.00W
[GPU 0] Task=copy_grad            | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774444735.919215 | Time=5454.37 ms | Mem=5004.78 MB | MaxMem=5054.78 MB | GpuUtil=47% | Power=206.21/300.00W
[GPU 0] Task=compute_backward     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774444737.086254 | Time=4480.02 ms | Mem=438.13 MB | MaxMem=5274.29 MB | GpuUtil=29% | Power=206.50/300.00W
[GPU 0] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.580018 | Time=21.35 ms | Mem=445.78 MB | MaxMem=5274.29 MB | GpuUtil=29% | Power=206.50/300.00W

====== Step 2 ======
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774444741.395211 | Time=6.18 ms | Mem=5237.54 MB | MaxMem=5237.54 MB | GpuUtil=47% | Power=206.21/300.00W
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.416067 | Time=5.64 ms | Mem=5274.29 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=205.99/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774444741.608792 | Time=3.03 ms | Mem=445.78 MB | MaxMem=5274.29 MB | GpuUtil=29% | Power=206.50/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.616833 | Time=1.82 ms | Mem=445.78 MB | MaxMem=5274.29 MB | GpuUtil=29% | Power=206.50/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774444741.620048 | Time=192.44 ms | Mem=459.03 MB | MaxMem=5274.29 MB | GpuUtil=70% | Power=214.27/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.827759 | Time=52.41 ms | Mem=5070.09 MB | MaxMem=5274.29 MB | GpuUtil=96% | Power=224.23/300.00W
[GPU 0] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774444741.887583 | Time=0.17 ms | Mem=5070.09 MB | MaxMem=5274.29 MB | GpuUtil=96% | Power=224.23/300.00W
[GPU 0] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.903566 | Time=6.26 ms | Mem=5020.09 MB | MaxMem=5274.29 MB | GpuUtil=96% | Power=224.23/300.00W
[GPU 0] Task=copy_grad            | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.428511 | Time=1466.74 ms | Mem=5020.09 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=201.46/300.00W
[GPU 0] Task=compute_backward     | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444741.887554 | Time=1092.73 ms | Mem=416.69 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=191.34/300.00W
[GPU 0] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774444742.986560 | Time=19.54 ms | Mem=445.78 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=191.34/300.00W

====== Step 3 ======
[GPU 0] Task=copy_batch           | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774444742.976759 | Time=6.31 ms | Mem=416.69 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=191.34/300.00W
[GPU 0] Task=copy_batch           | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774444743.000264 | Time=6.60 ms | Mem=445.78 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=191.34/300.00W
[GPU 0] Task=copy_model           | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774444743.010794 | Time=0.14 ms | Mem=445.78 MB | MaxMem=5274.29 MB | GpuUtil=47% | Power=191.34/300.00W
[GPU 0] Task=copy_model           | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774444743.043228 | Time=8.99 ms | Mem=495.78 MB | MaxMem=5274.29 MB | GpuUtil=82% | Power=193.29/300.00W
[GPU 0] Task=compute_forward      | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774444743.015865 | Time=199.92 ms | Mem=459.03 MB | MaxMem=5274.29 MB | GpuUtil=82% | Power=193.29/300.00W
[GPU 0] Task=compute_forward      | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774444743.242236 | Time=36.34 ms | Mem=5070.09 MB | MaxMem=5274.29 MB | GpuUtil=94% | Power=208.52/300.00W
[GPU 0] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774444743.287819 | Time=1.63 ms | Mem=5070.09 MB | MaxMem=5274.29 MB | GpuUtil=94% | Power=208.52/300.00W
[GPU 0] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774444743.304510 | Time=1.62 ms | Mem=5020.09 MB | MaxMem=5274.29 MB | GpuUtil=94% | Power=208.52/300.00W
[GPU 0] Task=copy_grad            | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774444743.012382 | Time=1240.51 ms | Mem=5020.09 MB | MaxMem=5274.29 MB | GpuUtil=39% | Power=202.45/300.00W
