
====== Step 1 ======
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774444736.736928 | Time=2025.85 ms | Mem=515.25 MB | MaxMem=515.30 MB | GpuUtil=52% | Power=151.37/300.00W
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444738.785870 | Time=0.12 ms | Mem=664.25 MB | MaxMem=664.25 MB | GpuUtil=52% | Power=151.37/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774444736.737047 | Time=2373.99 ms | Mem=473.38 MB | MaxMem=1025.38 MB | GpuUtil=0% | Power=143.53/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444739.127560 | Time=196.28 ms | Mem=3206.59 MB | MaxMem=3206.59 MB | GpuUtil=0% | Power=134.38/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774444739.338126 | Time=0.00 ms | Mem=3206.59 MB | MaxMem=3206.59 MB | GpuUtil=0% | Power=134.38/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444739.343788 | Time=1.64 ms | Mem=3206.59 MB | MaxMem=3206.59 MB | GpuUtil=0% | Power=134.38/300.00W
[GPU 2] Task=copy_grad            | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444738.788810 | Time=1871.90 ms | Mem=3156.59 MB | MaxMem=3206.59 MB | GpuUtil=100% | Power=186.69/300.00W
[GPU 2] Task=compute_backward     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444739.339680 | Time=1512.69 ms | Mem=550.71 MB | MaxMem=3285.09 MB | GpuUtil=100% | Power=156.04/300.00W
[GPU 2] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444736.737128 | Time=4117.34 ms | Mem=550.71 MB | MaxMem=3285.09 MB | GpuUtil=100% | Power=156.04/300.00W
[GPU 2] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774444740.867635 | Time=95.15 ms | Mem=626.92 MB | MaxMem=3285.09 MB | GpuUtil=91% | Power=140.37/300.00W

====== Step 2 ======
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774444740.967371 | Time=1.35 ms | Mem=626.92 MB | MaxMem=3285.09 MB | GpuUtil=91% | Power=140.37/300.00W
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774444740.974643 | Time=2.49 ms | Mem=626.92 MB | MaxMem=3285.09 MB | GpuUtil=91% | Power=140.37/300.00W
