
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774245078.257546 | Time=1015.62 ms | Mem=207.35 MB | MaxMem=207.35 MB | GpuUtil=100% | Power=299.15/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245079.294572 | Time=0.00 ms | Mem=229.83 MB | MaxMem=229.83 MB | GpuUtil=100% | Power=299.21/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774245078.257243 | Time=1222.05 ms | Mem=224.65 MB | MaxMem=258.99 MB | GpuUtil=100% | Power=298.76/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245079.498758 | Time=253.73 ms | Mem=393.70 MB | MaxMem=393.70 MB | GpuUtil=100% | Power=297.99/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774245079.766781 | Time=1.39 ms | Mem=393.70 MB | MaxMem=393.70 MB | GpuUtil=100% | Power=297.99/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245079.774327 | Time=0.88 ms | Mem=393.70 MB | MaxMem=393.70 MB | GpuUtil=100% | Power=297.99/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245079.308591 | Time=2565.88 ms | Mem=390.62 MB | MaxMem=393.70 MB | GpuUtil=100% | Power=299.16/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245078.257429 | Time=3755.59 ms | Mem=248.87 MB | MaxMem=402.87 MB | GpuUtil=99% | Power=298.97/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245079.770501 | Time=2243.16 ms | Mem=242.74 MB | MaxMem=402.87 MB | GpuUtil=99% | Power=298.97/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774245082.026921 | Time=34.65 ms | Mem=251.67 MB | MaxMem=402.87 MB | GpuUtil=99% | Power=298.97/300.00W

