
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774860983.484606 | Time=866.33 ms | Mem=282.27 MB | MaxMem=282.27 MB | GpuUtil=56% | Power=222.78/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860984.365404 | Time=0.95 ms | Mem=306.95 MB | MaxMem=306.95 MB | GpuUtil=56% | Power=222.78/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774860983.481676 | Time=1060.65 ms | Mem=290.40 MB | MaxMem=565.65 MB | GpuUtil=56% | Power=222.70/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860984.555669 | Time=166.33 ms | Mem=1265.71 MB | MaxMem=1265.71 MB | GpuUtil=58% | Power=220.74/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774860984.749596 | Time=3.30 ms | Mem=1265.71 MB | MaxMem=1265.71 MB | GpuUtil=58% | Power=218.57/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860984.757575 | Time=0.89 ms | Mem=1265.71 MB | MaxMem=1265.71 MB | GpuUtil=48% | Power=218.57/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860984.372649 | Time=2343.45 ms | Mem=1241.08 MB | MaxMem=1265.71 MB | GpuUtil=46% | Power=217.63/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860984.752025 | Time=2045.95 ms | Mem=330.65 MB | MaxMem=1324.58 MB | GpuUtil=45% | Power=217.62/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860983.481431 | Time=3317.99 ms | Mem=330.65 MB | MaxMem=1324.58 MB | GpuUtil=45% | Power=217.62/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774860986.803831 | Time=26.98 ms | Mem=345.52 MB | MaxMem=1324.58 MB | GpuUtil=45% | Power=217.62/300.00W

====== Step 2 ======
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774860986.837469 | Time=1.13 ms | Mem=345.52 MB | MaxMem=1324.58 MB | GpuUtil=45% | Power=217.62/300.00W
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860986.842535 | Time=1.69 ms | Mem=345.52 MB | MaxMem=1324.58 MB | GpuUtil=45% | Power=217.62/300.00W
[GPU 1] Task=copy_batch           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774860986.722545 | Time=390.45 ms | Mem=345.77 MB | MaxMem=1324.58 MB | GpuUtil=54% | Power=222.77/300.00W
[GPU 1] Task=copy_batch           | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860987.129525 | Time=0.01 ms | Mem=345.77 MB | MaxMem=1324.58 MB | GpuUtil=54% | Power=222.77/300.00W
[GPU 1] Task=compute_forward      | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774860986.842402 | Time=309.15 ms | Mem=321.14 MB | MaxMem=1324.58 MB | GpuUtil=54% | Power=222.60/300.00W
[GPU 1] Task=compute_forward      | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860987.156627 | Time=9.38 ms | Mem=1297.45 MB | MaxMem=1324.58 MB | GpuUtil=54% | Power=222.60/300.00W
[GPU 1] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774860987.172566 | Time=0.90 ms | Mem=1297.45 MB | MaxMem=1324.58 MB | GpuUtil=58% | Power=222.60/300.00W
[GPU 1] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860987.182557 | Time=24.59 ms | Mem=1272.83 MB | MaxMem=1324.58 MB | GpuUtil=58% | Power=222.60/300.00W
[GPU 1] Task=copy_grad            | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860987.132946 | Time=396.15 ms | Mem=1272.83 MB | MaxMem=1324.58 MB | GpuUtil=50% | Power=216.93/300.00W
[GPU 1] Task=compute_backward     | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860987.172491 | Time=380.20 ms | Mem=361.89 MB | MaxMem=1355.33 MB | GpuUtil=50% | Power=217.13/300.00W
[GPU 1] Task=copy_grad_out        | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774860986.809158 | Time=736.62 ms | Mem=460.89 MB | MaxMem=1355.33 MB | GpuUtil=50% | Power=216.93/300.00W
