
====== Step 1 ======
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774860983.922911 | Time=2000.05 ms | Mem=520.79 MB | MaxMem=520.79 MB | GpuUtil=0% | Power=85.79/300.00W
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774860985.942773 | Time=0.06 ms | Mem=620.41 MB | MaxMem=620.41 MB | GpuUtil=0% | Power=85.79/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774860983.923099 | Time=2218.97 ms | Mem=504.30 MB | MaxMem=804.16 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774860986.147465 | Time=218.04 ms | Mem=1970.25 MB | MaxMem=1982.22 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=compute_loss         | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774860986.393764 | Time=56.51 ms | Mem=1970.24 MB | MaxMem=1982.22 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774860983.923056 | Time=2611.24 ms | Mem=673.74 MB | MaxMem=2010.08 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=compute_backward     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774860986.458572 | Time=74.07 ms | Mem=673.74 MB | MaxMem=2010.08 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774860986.544556 | Time=33.60 ms | Mem=785.20 MB | MaxMem=2010.08 MB | GpuUtil=0% | Power=85.76/300.00W

====== Step 2 ======
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774860986.581047 | Time=1.21 ms | Mem=785.20 MB | MaxMem=2010.08 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774860986.584665 | Time=2.69 ms | Mem=785.20 MB | MaxMem=2010.08 MB | GpuUtil=0% | Power=85.76/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774860985.946483 | Time=1365.01 ms | Mem=834.45 MB | MaxMem=2010.08 MB | GpuUtil=6% | Power=99.71/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774860987.321764 | Time=0.04 ms | Mem=809.83 MB | MaxMem=2010.08 MB | GpuUtil=6% | Power=99.71/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774860986.582911 | Time=803.55 ms | Mem=785.21 MB | MaxMem=2010.08 MB | GpuUtil=59% | Power=98.69/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774860987.393519 | Time=21.22 ms | Mem=2252.40 MB | MaxMem=2264.38 MB | GpuUtil=59% | Power=98.69/300.00W
[GPU 3] Task=compute_loss         | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774860987.420043 | Time=1.66 ms | Mem=2252.39 MB | MaxMem=2264.38 MB | GpuUtil=59% | Power=98.69/300.00W
[GPU 3] Task=compute_backward     | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774860987.425899 | Time=34.88 ms | Mem=947.40 MB | MaxMem=2282.67 MB | GpuUtil=59% | Power=98.82/300.00W
