
====== Step 1 ======
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774860982.915377 | Time=174.90 ms | Mem=315.95 MB | MaxMem=315.95 MB | GpuUtil=52% | Power=210.25/300.00W
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774860983.126063 | Time=4.44 ms | Mem=358.83 MB | MaxMem=358.83 MB | GpuUtil=52% | Power=210.25/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774860982.915935 | Time=947.15 ms | Mem=348.70 MB | MaxMem=617.70 MB | GpuUtil=40% | Power=210.25/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774860983.875221 | Time=123.53 ms | Mem=2218.24 MB | MaxMem=2218.24 MB | GpuUtil=52% | Power=210.12/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774860984.027703 | Time=1.27 ms | Mem=2218.24 MB | MaxMem=2218.24 MB | GpuUtil=52% | Power=210.12/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774860984.037729 | Time=310.58 ms | Mem=2193.61 MB | MaxMem=2218.24 MB | GpuUtil=44% | Power=205.39/300.00W
[GPU 0] Task=copy_grad            | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774860983.135814 | Time=3747.21 ms | Mem=2193.61 MB | MaxMem=2218.24 MB | GpuUtil=47% | Power=205.22/300.00W
[GPU 0] Task=compute_backward     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774860984.027669 | Time=2959.72 ms | Mem=346.90 MB | MaxMem=2330.37 MB | GpuUtil=47% | Power=204.82/300.00W
[GPU 0] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774860986.994413 | Time=18.53 ms | Mem=351.35 MB | MaxMem=2330.37 MB | GpuUtil=47% | Power=204.82/300.00W

====== Step 2 ======
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774860986.891008 | Time=1.38 ms | Mem=2311.99 MB | MaxMem=2311.99 MB | GpuUtil=47% | Power=205.22/300.00W
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860986.895564 | Time=1.47 ms | Mem=2330.37 MB | MaxMem=2330.37 MB | GpuUtil=47% | Power=205.22/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.018781 | Time=0.97 ms | Mem=351.35 MB | MaxMem=2330.37 MB | GpuUtil=47% | Power=204.82/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.037345 | Time=3.14 ms | Mem=375.97 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=204.91/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.020736 | Time=62.09 ms | Mem=357.60 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=204.91/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.086495 | Time=14.61 ms | Mem=2229.13 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=204.91/300.00W
[GPU 0] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.104636 | Time=1.10 ms | Mem=2229.13 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=204.91/300.00W
[GPU 0] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.112232 | Time=1.05 ms | Mem=2204.51 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=204.91/300.00W
[GPU 0] Task=copy_grad            | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860986.899647 | Time=658.27 ms | Mem=2204.51 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.91/300.00W
[GPU 0] Task=compute_backward     | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.105315 | Time=481.44 ms | Mem=337.42 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.10/300.00W
[GPU 0] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.596904 | Time=9.57 ms | Mem=351.35 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.10/300.00W

====== Step 3 ======
[GPU 0] Task=copy_batch           | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.584147 | Time=1.40 ms | Mem=491.54 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.10/300.00W
[GPU 0] Task=copy_batch           | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.588792 | Time=1.21 ms | Mem=355.79 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.10/300.00W
[GPU 0] Task=copy_model           | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.610583 | Time=1.16 ms | Mem=351.35 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.10/300.00W
[GPU 0] Task=copy_model           | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.618207 | Time=1.12 ms | Mem=351.35 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=209.10/300.00W
[GPU 0] Task=compute_forward      | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.619891 | Time=60.47 ms | Mem=357.60 MB | MaxMem=2330.37 MB | GpuUtil=53% | Power=206.88/300.00W
[GPU 0] Task=compute_forward      | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.686897 | Time=14.64 ms | Mem=2229.13 MB | MaxMem=2330.37 MB | GpuUtil=52% | Power=206.88/300.00W
[GPU 0] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774860987.705451 | Time=0.88 ms | Mem=2229.13 MB | MaxMem=2330.37 MB | GpuUtil=52% | Power=206.88/300.00W
[GPU 0] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.712698 | Time=1.08 ms | Mem=2204.51 MB | MaxMem=2330.37 MB | GpuUtil=52% | Power=206.88/300.00W
[GPU 0] Task=copy_grad            | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.592737 | Time=561.70 ms | Mem=2204.51 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=207.82/300.00W
[GPU 0] Task=compute_backward     | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860987.706528 | Time=477.46 ms | Mem=337.42 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=210.11/300.00W
[GPU 0] Task=compute_optimize     | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774860988.191432 | Time=2.45 ms | Mem=351.35 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=210.11/300.00W

====== Step 4 ======
[GPU 0] Task=copy_batch           | Batch=4 UBatch=0 | Partition=0 Target=True | StartTime=1774860988.181682 | Time=1.25 ms | Mem=491.54 MB | MaxMem=2330.37 MB | GpuUtil=40% | Power=210.11/300.00W
