
====== Step 1 ======
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774440101.076211 | Time=71.96 ms | Mem=517.63 MB | MaxMem=517.63 MB | GpuUtil=47% | Power=210.69/300.00W
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774440101.210608 | Time=65.81 ms | Mem=591.63 MB | MaxMem=591.63 MB | GpuUtil=47% | Power=210.90/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774440101.083067 | Time=1541.82 ms | Mem=526.25 MB | MaxMem=1602.75 MB | GpuUtil=100% | Power=238.91/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774440102.703948 | Time=158.76 ms | Mem=7974.29 MB | MaxMem=7974.29 MB | GpuUtil=100% | Power=245.08/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774440102.893509 | Time=1.23 ms | Mem=7974.29 MB | MaxMem=7974.29 MB | GpuUtil=100% | Power=241.61/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774440102.902202 | Time=924.85 ms | Mem=7875.79 MB | MaxMem=7974.29 MB | GpuUtil=46% | Power=217.95/300.00W
[GPU 0] Task=copy_grad            | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774440101.297342 | Time=7993.45 ms | Mem=7875.79 MB | MaxMem=7974.29 MB | GpuUtil=46% | Power=208.25/300.00W
[GPU 0] Task=compute_backward     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774440102.893389 | Time=6638.02 ms | Mem=506.20 MB | MaxMem=8415.79 MB | GpuUtil=63% | Power=212.67/300.00W
[GPU 0] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774440109.559728 | Time=32.87 ms | Mem=510.65 MB | MaxMem=8415.79 MB | GpuUtil=63% | Power=212.67/300.00W

====== Step 2 ======
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774440109.302699 | Time=12.30 ms | Mem=8341.79 MB | MaxMem=8341.79 MB | GpuUtil=46% | Power=204.16/300.00W
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774440109.323527 | Time=20.83 ms | Mem=8268.79 MB | MaxMem=8415.79 MB | GpuUtil=46% | Power=204.16/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774440109.603980 | Time=1.64 ms | Mem=510.65 MB | MaxMem=8415.79 MB | GpuUtil=63% | Power=214.67/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774440109.616627 | Time=3.76 ms | Mem=609.15 MB | MaxMem=8415.79 MB | GpuUtil=78% | Power=224.91/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774440109.616564 | Time=408.86 ms | Mem=535.15 MB | MaxMem=8415.79 MB | GpuUtil=100% | Power=246.72/300.00W
