
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774244861.985383 | Time=697.81 ms | Mem=386.27 MB | MaxMem=386.27 MB | GpuUtil=100% | Power=299.40/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244862.707554 | Time=0.00 ms | Mem=405.71 MB | MaxMem=405.71 MB | GpuUtil=100% | Power=299.40/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774244861.985150 | Time=942.50 ms | Mem=400.10 MB | MaxMem=434.86 MB | GpuUtil=100% | Power=299.20/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244862.944145 | Time=278.62 ms | Mem=540.11 MB | MaxMem=540.11 MB | GpuUtil=99% | Power=297.88/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774244863.233931 | Time=1.42 ms | Mem=540.11 MB | MaxMem=540.11 MB | GpuUtil=99% | Power=297.88/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244863.238556 | Time=0.89 ms | Mem=540.11 MB | MaxMem=540.11 MB | GpuUtil=99% | Power=297.88/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244862.714972 | Time=2779.21 ms | Mem=537.03 MB | MaxMem=540.11 MB | GpuUtil=99% | Power=299.76/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244861.985295 | Time=3646.68 ms | Mem=469.85 MB | MaxMem=546.55 MB | GpuUtil=99% | Power=298.81/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244863.234344 | Time=2399.29 ms | Mem=457.16 MB | MaxMem=546.55 MB | GpuUtil=99% | Power=298.81/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774244865.646309 | Time=55.90 ms | Mem=491.61 MB | MaxMem=547.56 MB | GpuUtil=99% | Power=298.81/300.00W

====== Step 2 ======
