
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774700908.418175 | Time=1016.40 ms | Mem=371.80 MB | MaxMem=371.80 MB | GpuUtil=3% | Power=157.16/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700909.475241 | Time=0.03 ms | Mem=963.30 MB | MaxMem=963.30 MB | GpuUtil=3% | Power=157.16/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774700908.418538 | Time=1416.90 ms | Mem=575.92 MB | MaxMem=1676.92 MB | GpuUtil=25% | Power=152.32/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700909.849811 | Time=212.51 ms | Mem=5623.03 MB | MaxMem=5623.03 MB | GpuUtil=0% | Power=110.82/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774700910.089792 | Time=10.33 ms | Mem=5623.03 MB | MaxMem=5623.03 MB | GpuUtil=0% | Power=110.82/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700910.106132 | Time=1.00 ms | Mem=5623.03 MB | MaxMem=5623.03 MB | GpuUtil=0% | Power=110.82/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700909.480649 | Time=3658.11 ms | Mem=5524.53 MB | MaxMem=5623.03 MB | GpuUtil=0% | Power=88.30/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700910.100133 | Time=3175.81 ms | Mem=706.84 MB | MaxMem=5770.53 MB | GpuUtil=0% | Power=88.31/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700908.418415 | Time=4858.26 ms | Mem=706.84 MB | MaxMem=5770.53 MB | GpuUtil=0% | Power=88.31/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774700913.303001 | Time=66.64 ms | Mem=543.14 MB | MaxMem=5770.53 MB | GpuUtil=0% | Power=88.38/300.00W

====== Step 2 ======
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774700913.376033 | Time=0.96 ms | Mem=543.14 MB | MaxMem=5770.53 MB | GpuUtil=0% | Power=88.38/300.00W
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774700913.379524 | Time=1.81 ms | Mem=543.14 MB | MaxMem=5770.53 MB | GpuUtil=0% | Power=88.38/300.00W
[GPU 1] Task=copy_batch           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774700913.154611 | Time=830.82 ms | Mem=1234.64 MB | MaxMem=5770.53 MB | GpuUtil=93% | Power=156.74/300.00W
