
====== Step 1 ======
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774700908.436752 | Time=3321.80 ms | Mem=603.02 MB | MaxMem=603.02 MB | GpuUtil=0% | Power=31.82/300.00W
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774700911.795686 | Time=0.05 ms | Mem=998.52 MB | MaxMem=998.52 MB | GpuUtil=0% | Power=31.82/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774700908.436954 | Time=3767.94 ms | Mem=512.69 MB | MaxMem=1712.14 MB | GpuUtil=0% | Power=31.82/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774700912.221294 | Time=263.12 ms | Mem=5196.54 MB | MaxMem=5245.44 MB | GpuUtil=0% | Power=31.75/300.00W
[GPU 3] Task=compute_loss         | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774700912.509406 | Time=67.68 ms | Mem=5196.49 MB | MaxMem=5245.44 MB | GpuUtil=0% | Power=31.75/300.00W
[GPU 3] Task=compute_backward     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774700912.581426 | Time=146.79 ms | Mem=738.17 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.75/300.00W
[GPU 3] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774700908.437049 | Time=4293.42 ms | Mem=738.17 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.75/300.00W
[GPU 3] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774700912.734273 | Time=84.79 ms | Mem=757.46 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.75/300.00W

====== Step 2 ======
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774700912.827034 | Time=1.14 ms | Mem=757.46 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.75/300.00W
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700912.832300 | Time=3.33 ms | Mem=757.46 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.75/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774700911.806610 | Time=3006.27 ms | Mem=855.96 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.71/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700914.831928 | Time=7.87 ms | Mem=856.00 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.71/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774700912.830002 | Time=2233.35 ms | Mem=757.50 MB | MaxMem=5304.40 MB | GpuUtil=0% | Power=31.71/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700915.089267 | Time=49.96 ms | Mem=5441.35 MB | MaxMem=5489.25 MB | GpuUtil=0% | Power=31.71/300.00W
[GPU 3] Task=compute_loss         | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700915.143708 | Time=5.47 ms | Mem=5441.30 MB | MaxMem=5489.25 MB | GpuUtil=0% | Power=31.71/300.00W
[GPU 3] Task=compute_backward     | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700915.151794 | Time=99.74 ms | Mem=977.74 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.68/300.00W
[GPU 3] Task=copy_grad_out        | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700912.738889 | Time=2513.75 ms | Mem=977.74 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.68/300.00W
[GPU 3] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774700915.254674 | Time=26.87 ms | Mem=757.46 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.68/300.00W

====== Step 3 ======
[GPU 3] Task=copy_model           | Batch=3 UBatch=0 | Partition=3 Target=True | StartTime=1774700915.286534 | Time=1.27 ms | Mem=757.46 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.68/300.00W
[GPU 3] Task=copy_model           | Batch=3 UBatch=0 | Partition=3 Target=False | StartTime=1774700915.290410 | Time=2.32 ms | Mem=757.46 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.68/300.00W
[GPU 3] Task=copy_batch           | Batch=3 UBatch=0 | Partition=3 Target=True | StartTime=1774700914.843937 | Time=2095.10 ms | Mem=757.96 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.55/300.00W
[GPU 3] Task=copy_batch           | Batch=3 UBatch=0 | Partition=3 Target=False | StartTime=1774700916.946338 | Time=25.04 ms | Mem=856.00 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.55/300.00W
[GPU 3] Task=compute_forward      | Batch=3 UBatch=0 | Partition=3 Target=True | StartTime=1774700915.290380 | Time=1912.04 ms | Mem=757.50 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.55/300.00W
[GPU 3] Task=compute_forward      | Batch=3 UBatch=0 | Partition=3 Target=False | StartTime=1774700917.230518 | Time=49.41 ms | Mem=5441.35 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.45/300.00W
[GPU 3] Task=compute_loss         | Batch=3 UBatch=0 | Partition=3 Target=False | StartTime=1774700917.285465 | Time=1.80 ms | Mem=5441.30 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.45/300.00W
[GPU 3] Task=compute_backward     | Batch=3 UBatch=0 | Partition=3 Target=False | StartTime=1774700917.290170 | Time=98.89 ms | Mem=977.74 MB | MaxMem=5539.08 MB | GpuUtil=0% | Power=31.45/300.00W
