
====== Step 1 ======
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774244241.285430 | Time=1342.06 ms | Mem=366.79 MB | MaxMem=366.79 MB | GpuUtil=46% | Power=202.13/300.00W
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244242.678487 | Time=0.07 ms | Mem=370.87 MB | MaxMem=370.87 MB | GpuUtil=46% | Power=201.27/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774244241.285575 | Time=1521.56 ms | Mem=374.91 MB | MaxMem=383.67 MB | GpuUtil=48% | Power=201.31/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244242.837288 | Time=244.12 ms | Mem=417.23 MB | MaxMem=418.76 MB | GpuUtil=46% | Power=201.04/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774244243.095680 | Time=1.13 ms | Mem=417.23 MB | MaxMem=418.76 MB | GpuUtil=46% | Power=201.04/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244243.100535 | Time=0.82 ms | Mem=417.23 MB | MaxMem=418.76 MB | GpuUtil=46% | Power=201.04/300.00W
[GPU 2] Task=copy_grad            | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244242.684376 | Time=1457.65 ms | Mem=416.46 MB | MaxMem=418.76 MB | GpuUtil=46% | Power=200.54/300.00W
[GPU 2] Task=compute_backward     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244243.095950 | Time=1199.97 ms | Mem=452.25 MB | MaxMem=457.73 MB | GpuUtil=46% | Power=200.69/300.00W
[GPU 2] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244241.285658 | Time=3013.57 ms | Mem=452.25 MB | MaxMem=457.73 MB | GpuUtil=46% | Power=200.69/300.00W
[GPU 2] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774244244.331969 | Time=41.09 ms | Mem=528.19 MB | MaxMem=604.90 MB | GpuUtil=46% | Power=200.81/300.00W

====== Step 2 ======
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774244244.375637 | Time=0.98 ms | Mem=528.19 MB | MaxMem=604.90 MB | GpuUtil=46% | Power=200.81/300.00W
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774244244.379108 | Time=2.61 ms | Mem=528.19 MB | MaxMem=604.90 MB | GpuUtil=46% | Power=200.81/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774244244.154574 | Time=567.26 ms | Mem=528.19 MB | MaxMem=604.90 MB | GpuUtil=51% | Power=201.63/300.00W
