
====== Step 1 ======
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774772115.725007 | Time=29.10 ms | Mem=468.50 MB | MaxMem=468.50 MB | GpuUtil=0% | Power=34.10/300.00W
[GPU 0] Task=copy_batch           | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774772115.821961 | Time=14.52 ms | Mem=542.50 MB | MaxMem=542.50 MB | GpuUtil=0% | Power=34.10/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774772115.734064 | Time=820.17 ms | Mem=477.12 MB | MaxMem=1553.62 MB | GpuUtil=0% | Power=32.75/300.00W
[GPU 0] Task=compute_forward      | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774772116.574862 | Time=171.52 ms | Mem=7337.16 MB | MaxMem=7337.16 MB | GpuUtil=0% | Power=32.75/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=True | StartTime=1774772116.765465 | Time=1.33 ms | Mem=7337.16 MB | MaxMem=7337.16 MB | GpuUtil=0% | Power=32.75/300.00W
[GPU 0] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774772116.773557 | Time=354.18 ms | Mem=7238.66 MB | MaxMem=7337.16 MB | GpuUtil=0% | Power=32.75/300.00W
[GPU 0] Task=copy_grad            | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774772115.844682 | Time=6428.71 ms | Mem=7238.66 MB | MaxMem=7337.16 MB | GpuUtil=0% | Power=32.62/300.00W
[GPU 0] Task=compute_backward     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774772116.768014 | Time=5698.15 ms | Mem=456.00 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.478620 | Time=18.87 ms | Mem=459.38 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W

====== Step 2 ======
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774772122.286628 | Time=10.39 ms | Mem=7704.66 MB | MaxMem=7704.66 MB | GpuUtil=0% | Power=32.62/300.00W
[GPU 0] Task=copy_batch           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.303791 | Time=25.59 ms | Mem=7631.91 MB | MaxMem=7778.66 MB | GpuUtil=0% | Power=32.62/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774772122.510037 | Time=1.10 ms | Mem=459.38 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=copy_model           | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.514764 | Time=3.12 ms | Mem=557.88 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774772122.514791 | Time=249.39 ms | Mem=483.88 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=compute_forward      | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.796432 | Time=48.85 ms | Mem=7343.91 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=0 Target=True | StartTime=1774772122.850629 | Time=0.93 ms | Mem=7343.91 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.868810 | Time=0.94 ms | Mem=7245.41 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.56/300.00W
[GPU 0] Task=copy_grad            | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.334866 | Time=2886.32 ms | Mem=7245.41 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.73/300.00W
[GPU 0] Task=compute_backward     | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772122.850681 | Time=2467.13 ms | Mem=388.76 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.73/300.00W
[GPU 0] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=0 Target=False | StartTime=1774772125.326469 | Time=12.95 ms | Mem=459.38 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.73/300.00W

====== Step 3 ======
[GPU 0] Task=copy_batch           | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774772125.313739 | Time=10.77 ms | Mem=388.76 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.73/300.00W
[GPU 0] Task=copy_batch           | Batch=3 UBatch=0 | Partition=0 Target=False | StartTime=1774772125.335436 | Time=11.94 ms | Mem=459.38 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.73/300.00W
[GPU 0] Task=copy_model           | Batch=3 UBatch=0 | Partition=0 Target=True | StartTime=1774772125.351702 | Time=4.80 ms | Mem=459.38 MB | MaxMem=7980.72 MB | GpuUtil=0% | Power=32.73/300.00W
