
====== Step 1 ======
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774772116.022949 | Time=2353.07 ms | Mem=553.20 MB | MaxMem=553.20 MB | GpuUtil=11% | Power=146.42/300.00W
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772118.401193 | Time=0.06 ms | Mem=948.70 MB | MaxMem=948.70 MB | GpuUtil=11% | Power=146.42/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774772116.022700 | Time=2748.09 ms | Mem=561.33 MB | MaxMem=1662.33 MB | GpuUtil=2% | Power=107.22/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772118.787817 | Time=212.05 ms | Mem=5363.52 MB | MaxMem=5363.52 MB | GpuUtil=0% | Power=98.76/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774772119.026430 | Time=1.13 ms | Mem=5363.52 MB | MaxMem=5363.52 MB | GpuUtil=0% | Power=98.76/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772119.031862 | Time=0.87 ms | Mem=5363.52 MB | MaxMem=5363.52 MB | GpuUtil=0% | Power=98.76/300.00W
[GPU 2] Task=copy_grad            | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772118.410346 | Time=3336.63 ms | Mem=5265.02 MB | MaxMem=5363.52 MB | GpuUtil=0% | Power=93.41/300.00W
[GPU 2] Task=compute_backward     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772119.026321 | Time=2849.86 ms | Mem=631.64 MB | MaxMem=5511.02 MB | GpuUtil=0% | Power=90.17/300.00W
[GPU 2] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772116.022854 | Time=5857.56 ms | Mem=631.64 MB | MaxMem=5511.02 MB | GpuUtil=0% | Power=90.17/300.00W
[GPU 2] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774772121.891011 | Time=46.10 ms | Mem=697.83 MB | MaxMem=5511.02 MB | GpuUtil=0% | Power=90.17/300.00W

====== Step 2 ======
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774772121.940760 | Time=0.95 ms | Mem=697.83 MB | MaxMem=5511.02 MB | GpuUtil=0% | Power=90.17/300.00W
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772121.944966 | Time=50.63 ms | Mem=697.83 MB | MaxMem=5511.02 MB | GpuUtil=0% | Power=87.47/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774772121.750742 | Time=1541.02 ms | Mem=600.33 MB | MaxMem=5511.02 MB | GpuUtil=86% | Power=152.15/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772123.308046 | Time=128.11 ms | Mem=796.83 MB | MaxMem=5511.02 MB | GpuUtil=86% | Power=145.97/300.00W
[GPU 2] Task=compute_forward      | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774772121.944860 | Time=1596.56 ms | Mem=698.33 MB | MaxMem=5511.02 MB | GpuUtil=99% | Power=145.97/300.00W
[GPU 2] Task=compute_forward      | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772123.544477 | Time=49.84 ms | Mem=5500.52 MB | MaxMem=5511.02 MB | GpuUtil=99% | Power=145.92/300.00W
[GPU 2] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774772123.600030 | Time=0.92 ms | Mem=5500.52 MB | MaxMem=5511.02 MB | GpuUtil=99% | Power=145.92/300.00W
[GPU 2] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772123.605515 | Time=51.84 ms | Mem=5402.02 MB | MaxMem=5511.02 MB | GpuUtil=99% | Power=145.92/300.00W
[GPU 2] Task=copy_grad            | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772123.468917 | Time=1384.73 ms | Mem=5402.02 MB | MaxMem=5511.02 MB | GpuUtil=0% | Power=98.71/300.00W
[GPU 2] Task=compute_backward     | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772123.600058 | Time=1353.96 ms | Mem=767.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.71/300.00W
[GPU 2] Task=copy_grad_out        | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772121.895388 | Time=3058.12 ms | Mem=1061.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.71/300.00W
[GPU 2] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774772124.960125 | Time=141.74 ms | Mem=599.83 MB | MaxMem=5648.02 MB | GpuUtil=8% | Power=98.55/300.00W

====== Step 3 ======
[GPU 2] Task=copy_model           | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774772125.113109 | Time=0.96 ms | Mem=599.83 MB | MaxMem=5648.02 MB | GpuUtil=8% | Power=98.55/300.00W
[GPU 2] Task=copy_model           | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772125.118303 | Time=2.14 ms | Mem=599.83 MB | MaxMem=5648.02 MB | GpuUtil=8% | Power=98.55/300.00W
[GPU 2] Task=copy_batch           | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774772124.864749 | Time=1262.29 ms | Mem=600.33 MB | MaxMem=5648.02 MB | GpuUtil=89% | Power=161.55/300.00W
[GPU 2] Task=copy_batch           | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772126.139422 | Time=240.29 ms | Mem=895.33 MB | MaxMem=5648.02 MB | GpuUtil=89% | Power=146.60/300.00W
[GPU 2] Task=compute_forward      | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774772125.118273 | Time=1261.88 ms | Mem=698.33 MB | MaxMem=5648.02 MB | GpuUtil=89% | Power=146.60/300.00W
[GPU 2] Task=compute_forward      | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772126.394473 | Time=48.56 ms | Mem=5500.52 MB | MaxMem=5648.02 MB | GpuUtil=89% | Power=146.60/300.00W
[GPU 2] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774772126.447682 | Time=1.10 ms | Mem=5500.52 MB | MaxMem=5648.02 MB | GpuUtil=89% | Power=146.60/300.00W
[GPU 2] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772126.457369 | Time=44.06 ms | Mem=5402.02 MB | MaxMem=5648.02 MB | GpuUtil=52% | Power=146.60/300.00W
[GPU 2] Task=copy_grad            | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772126.390051 | Time=1318.02 ms | Mem=5402.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.63/300.00W
[GPU 2] Task=compute_backward     | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772126.447042 | Time=1356.58 ms | Mem=767.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.63/300.00W
[GPU 2] Task=copy_grad_out        | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772124.962025 | Time=2841.04 ms | Mem=1061.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.63/300.00W
[GPU 2] Task=compute_optimize     | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774772127.806266 | Time=70.27 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.63/300.00W

====== Step 4 ======
[GPU 2] Task=copy_model           | Batch=4 UBatch=0 | Partition=2 Target=True | StartTime=1774772127.880991 | Time=1.89 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.55/300.00W
[GPU 2] Task=copy_model           | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772127.886734 | Time=51.72 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.55/300.00W
[GPU 2] Task=copy_batch           | Batch=4 UBatch=0 | Partition=2 Target=True | StartTime=1774772127.711030 | Time=1238.75 ms | Mem=600.33 MB | MaxMem=5648.02 MB | GpuUtil=95% | Power=163.81/300.00W
[GPU 2] Task=compute_forward      | Batch=4 UBatch=0 | Partition=2 Target=True | StartTime=1774772127.887816 | Time=1321.49 ms | Mem=796.83 MB | MaxMem=5648.02 MB | GpuUtil=93% | Power=146.38/300.00W
[GPU 2] Task=copy_batch           | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772128.960134 | Time=249.88 ms | Mem=698.33 MB | MaxMem=5648.02 MB | GpuUtil=93% | Power=146.38/300.00W
[GPU 2] Task=compute_forward      | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772129.225803 | Time=48.34 ms | Mem=5500.52 MB | MaxMem=5648.02 MB | GpuUtil=93% | Power=146.38/300.00W
[GPU 2] Task=copy_batch_out       | Batch=4 UBatch=0 | Partition=2 Target=True | StartTime=1774772129.279999 | Time=0.99 ms | Mem=5500.52 MB | MaxMem=5648.02 MB | GpuUtil=93% | Power=146.38/300.00W
[GPU 2] Task=copy_batch_out       | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772129.284782 | Time=51.73 ms | Mem=5402.02 MB | MaxMem=5648.02 MB | GpuUtil=65% | Power=146.37/300.00W
[GPU 2] Task=copy_grad            | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772129.227957 | Time=1328.17 ms | Mem=5402.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.75/300.00W
[GPU 2] Task=copy_grad_out        | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772127.807986 | Time=2840.83 ms | Mem=1061.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.75/300.00W
[GPU 2] Task=compute_backward     | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772129.280241 | Time=1368.95 ms | Mem=767.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.75/300.00W
[GPU 2] Task=compute_optimize     | Batch=4 UBatch=0 | Partition=2 Target=False | StartTime=1774772130.655280 | Time=39.30 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.67/300.00W

====== Step 5 ======
[GPU 2] Task=copy_model           | Batch=5 UBatch=0 | Partition=2 Target=True | StartTime=1774772130.700412 | Time=0.96 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.67/300.00W
[GPU 2] Task=copy_model           | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772130.703849 | Time=25.22 ms | Mem=599.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.67/300.00W
[GPU 2] Task=copy_batch           | Batch=5 UBatch=0 | Partition=2 Target=True | StartTime=1774772130.559352 | Time=1150.18 ms | Mem=600.33 MB | MaxMem=5648.02 MB | GpuUtil=45% | Power=166.84/300.00W
[GPU 2] Task=copy_batch           | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772131.714566 | Time=137.51 ms | Mem=796.83 MB | MaxMem=5648.02 MB | GpuUtil=91% | Power=161.41/300.00W
[GPU 2] Task=compute_forward      | Batch=5 UBatch=0 | Partition=2 Target=True | StartTime=1774772130.703822 | Time=1267.26 ms | Mem=698.33 MB | MaxMem=5648.02 MB | GpuUtil=99% | Power=153.94/300.00W
[GPU 2] Task=compute_forward      | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772131.978896 | Time=49.20 ms | Mem=5500.52 MB | MaxMem=5648.02 MB | GpuUtil=99% | Power=146.46/300.00W
[GPU 2] Task=copy_batch_out       | Batch=5 UBatch=0 | Partition=2 Target=True | StartTime=1774772132.034225 | Time=0.88 ms | Mem=5500.52 MB | MaxMem=5648.02 MB | GpuUtil=99% | Power=146.46/300.00W
[GPU 2] Task=copy_batch_out       | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772132.039526 | Time=50.18 ms | Mem=5402.02 MB | MaxMem=5648.02 MB | GpuUtil=99% | Power=146.46/300.00W
[GPU 2] Task=copy_grad            | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772131.855761 | Time=1420.68 ms | Mem=5402.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.73/300.00W
[GPU 2] Task=compute_backward     | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772132.034161 | Time=1332.94 ms | Mem=767.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.73/300.00W
[GPU 2] Task=copy_grad_out        | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772130.651585 | Time=2717.02 ms | Mem=767.02 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.73/300.00W
[GPU 2] Task=compute_optimize     | Batch=5 UBatch=0 | Partition=2 Target=False | StartTime=1774772133.373302 | Time=70.32 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.56/300.00W

====== Step 6 ======
[GPU 2] Task=copy_model           | Batch=6 UBatch=0 | Partition=2 Target=True | StartTime=1774772133.450699 | Time=4.31 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.56/300.00W
[GPU 2] Task=copy_model           | Batch=6 UBatch=0 | Partition=2 Target=False | StartTime=1774772133.461086 | Time=51.93 ms | Mem=697.83 MB | MaxMem=5648.02 MB | GpuUtil=0% | Power=98.57/300.00W
[GPU 2] Task=copy_batch           | Batch=6 UBatch=0 | Partition=2 Target=True | StartTime=1774772133.280277 | Time=1218.73 ms | Mem=600.33 MB | MaxMem=5648.02 MB | GpuUtil=46% | Power=140.22/300.00W
