
====== Step 1 ======
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774772116.697379 | Time=3262.35 ms | Mem=659.62 MB | MaxMem=659.62 MB | GpuUtil=0% | Power=29.11/300.00W
[GPU 3] Task=copy_batch           | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774772119.979744 | Time=0.05 ms | Mem=1055.12 MB | MaxMem=1055.12 MB | GpuUtil=0% | Power=29.11/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=True | StartTime=1774772116.698820 | Time=4086.26 ms | Mem=569.29 MB | MaxMem=1768.74 MB | GpuUtil=0% | Power=29.11/300.00W
[GPU 3] Task=compute_forward      | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774772120.804775 | Time=322.76 ms | Mem=5841.16 MB | MaxMem=5890.07 MB | GpuUtil=0% | Power=29.14/300.00W
[GPU 3] Task=compute_loss         | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774772121.160654 | Time=70.05 ms | Mem=5841.11 MB | MaxMem=5890.07 MB | GpuUtil=0% | Power=29.14/300.00W
[GPU 3] Task=compute_backward     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774772121.241143 | Time=394.95 ms | Mem=803.30 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=29.14/300.00W
[GPU 3] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774772116.697725 | Time=4943.80 ms | Mem=803.30 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=29.14/300.00W
[GPU 3] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=3 Target=False | StartTime=1774772121.652559 | Time=43.40 ms | Mem=930.60 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=29.14/300.00W

====== Step 2 ======
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774772121.702439 | Time=1.02 ms | Mem=930.60 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=29.14/300.00W
[GPU 3] Task=copy_model           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774772121.706475 | Time=18.79 ms | Mem=930.60 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=29.14/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774772119.982500 | Time=3677.04 ms | Mem=931.10 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=28.95/300.00W
[GPU 3] Task=copy_batch           | Batch=2 UBatch=0 | Partition=3 Target=False | StartTime=1774772123.664611 | Time=57.76 ms | Mem=931.15 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=28.95/300.00W
[GPU 3] Task=compute_forward      | Batch=2 UBatch=0 | Partition=3 Target=True | StartTime=1774772121.706760 | Time=2630.88 ms | Mem=832.65 MB | MaxMem=5949.02 MB | GpuUtil=0% | Power=28.97/300.00W
