
====== Step 1 ======
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774772116.011674 | Time=1117.12 ms | Mem=560.82 MB | MaxMem=560.82 MB | GpuUtil=3% | Power=156.80/300.00W
[GPU 1] Task=copy_batch           | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772117.141515 | Time=19.17 ms | Mem=659.32 MB | MaxMem=955.32 MB | GpuUtil=3% | Power=157.87/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774772116.011995 | Time=1467.26 ms | Mem=568.95 MB | MaxMem=1669.95 MB | GpuUtil=0% | Power=156.26/300.00W
[GPU 1] Task=compute_forward      | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772117.491591 | Time=225.84 ms | Mem=5616.04 MB | MaxMem=5616.04 MB | GpuUtil=0% | Power=117.83/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=True | StartTime=1774772117.741018 | Time=1.37 ms | Mem=5616.04 MB | MaxMem=5616.04 MB | GpuUtil=0% | Power=117.83/300.00W
[GPU 1] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772117.748452 | Time=0.87 ms | Mem=5616.04 MB | MaxMem=5616.04 MB | GpuUtil=0% | Power=117.83/300.00W
[GPU 1] Task=copy_grad            | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772117.163588 | Time=4915.53 ms | Mem=5517.54 MB | MaxMem=5616.04 MB | GpuUtil=0% | Power=89.94/300.00W
[GPU 1] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772116.011949 | Time=6193.67 ms | Mem=691.41 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=89.94/300.00W
[GPU 1] Task=compute_backward     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772117.740911 | Time=4463.01 ms | Mem=691.41 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=89.94/300.00W
[GPU 1] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=1 Target=False | StartTime=1774772122.232073 | Time=46.44 ms | Mem=521.50 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=89.95/300.00W

====== Step 2 ======
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774772122.282007 | Time=1.17 ms | Mem=521.50 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=89.95/300.00W
[GPU 1] Task=copy_model           | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772122.289078 | Time=1.65 ms | Mem=521.50 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=89.95/300.00W
[GPU 1] Task=copy_batch           | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774772122.083250 | Time=785.81 ms | Mem=424.00 MB | MaxMem=5763.54 MB | GpuUtil=59% | Power=159.33/300.00W
[GPU 1] Task=copy_batch           | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772122.876779 | Time=25.15 ms | Mem=718.50 MB | MaxMem=5763.54 MB | GpuUtil=83% | Power=159.33/300.00W
[GPU 1] Task=compute_forward      | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774772122.289346 | Time=792.09 ms | Mem=620.00 MB | MaxMem=5763.54 MB | GpuUtil=39% | Power=167.35/300.00W
[GPU 1] Task=compute_forward      | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772123.099300 | Time=42.25 ms | Mem=5667.09 MB | MaxMem=5763.54 MB | GpuUtil=39% | Power=167.35/300.00W
[GPU 1] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=1 Target=True | StartTime=1774772123.147232 | Time=2.29 ms | Mem=5667.09 MB | MaxMem=5763.54 MB | GpuUtil=39% | Power=167.35/300.00W
[GPU 1] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772123.152936 | Time=139.05 ms | Mem=5568.59 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=169.87/300.00W
[GPU 1] Task=copy_grad            | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772122.907247 | Time=2192.30 ms | Mem=5568.59 MB | MaxMem=5763.54 MB | GpuUtil=0% | Power=99.02/300.00W
[GPU 1] Task=compute_backward     | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772123.152347 | Time=2024.61 ms | Mem=742.47 MB | MaxMem=5814.59 MB | GpuUtil=0% | Power=97.81/300.00W
[GPU 1] Task=copy_grad_out        | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772122.230154 | Time=2948.99 ms | Mem=742.47 MB | MaxMem=5814.59 MB | GpuUtil=0% | Power=97.81/300.00W
[GPU 1] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=1 Target=False | StartTime=1774772125.181642 | Time=41.33 ms | Mem=521.50 MB | MaxMem=5814.59 MB | GpuUtil=0% | Power=97.81/300.00W

====== Step 3 ======
[GPU 1] Task=copy_model           | Batch=3 UBatch=0 | Partition=1 Target=True | StartTime=1774772125.229149 | Time=0.00 ms | Mem=521.50 MB | MaxMem=5814.59 MB | GpuUtil=0% | Power=97.81/300.00W
