
====== Step 1 ======
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774364754.792081 | Time=2163.31 ms | Mem=647.87 MB | MaxMem=647.87 MB | GpuUtil=46% | Power=206.69/300.00W
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364756.976440 | Time=0.20 ms | Mem=944.68 MB | MaxMem=944.68 MB | GpuUtil=46% | Power=206.69/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774364754.791846 | Time=2618.61 ms | Mem=557.30 MB | MaxMem=1658.30 MB | GpuUtil=55% | Power=206.47/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364757.422252 | Time=223.31 ms | Mem=5065.48 MB | MaxMem=5065.48 MB | GpuUtil=58% | Power=202.85/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774364757.668194 | Time=1.21 ms | Mem=5065.48 MB | MaxMem=5065.48 MB | GpuUtil=48% | Power=202.85/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364757.672509 | Time=1.01 ms | Mem=5065.48 MB | MaxMem=5065.48 MB | GpuUtil=48% | Power=202.85/300.00W
[GPU 2] Task=copy_grad            | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364756.980460 | Time=2032.30 ms | Mem=4966.98 MB | MaxMem=5065.48 MB | GpuUtil=51% | Power=216.22/300.00W
[GPU 2] Task=compute_backward     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364757.668258 | Time=1523.73 ms | Mem=623.35 MB | MaxMem=5212.98 MB | GpuUtil=58% | Power=217.30/300.00W
[GPU 2] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364754.791981 | Time=4401.08 ms | Mem=623.35 MB | MaxMem=5212.98 MB | GpuUtil=58% | Power=217.30/300.00W
[GPU 2] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774364759.208096 | Time=112.20 ms | Mem=587.28 MB | MaxMem=5212.98 MB | GpuUtil=52% | Power=214.87/300.00W

====== Step 2 ======
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774364759.344275 | Time=1.15 ms | Mem=587.28 MB | MaxMem=5212.98 MB | GpuUtil=52% | Power=212.37/300.00W
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364759.347970 | Time=2.17 ms | Mem=587.28 MB | MaxMem=5212.98 MB | GpuUtil=52% | Power=212.37/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774364759.020499 | Time=1587.79 ms | Mem=587.78 MB | MaxMem=5212.98 MB | GpuUtil=48% | Power=214.47/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364760.622752 | Time=135.92 ms | Mem=784.28 MB | MaxMem=5212.98 MB | GpuUtil=60% | Power=207.11/300.00W
[GPU 2] Task=compute_forward      | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774364759.348424 | Time=1575.62 ms | Mem=685.78 MB | MaxMem=5212.98 MB | GpuUtil=60% | Power=199.38/300.00W
[GPU 2] Task=compute_forward      | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364760.934474 | Time=46.27 ms | Mem=5193.96 MB | MaxMem=5212.98 MB | GpuUtil=60% | Power=196.57/300.00W
[GPU 2] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774364760.988012 | Time=1.14 ms | Mem=5193.96 MB | MaxMem=5212.98 MB | GpuUtil=60% | Power=196.57/300.00W
[GPU 2] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364760.994590 | Time=23.96 ms | Mem=5095.46 MB | MaxMem=5212.98 MB | GpuUtil=60% | Power=196.57/300.00W
[GPU 2] Task=copy_grad            | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364760.791897 | Time=674.54 ms | Mem=5095.46 MB | MaxMem=5212.98 MB | GpuUtil=0% | Power=186.10/300.00W
[GPU 2] Task=compute_backward     | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364760.988731 | Time=591.03 ms | Mem=750.21 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=175.68/300.00W
[GPU 2] Task=copy_grad_out        | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364759.211115 | Time=2369.63 ms | Mem=750.21 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=175.68/300.00W
[GPU 2] Task=compute_optimize     | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774364761.613207 | Time=64.19 ms | Mem=587.28 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=165.12/300.00W

====== Step 3 ======
[GPU 2] Task=copy_model           | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774364761.679857 | Time=1.08 ms | Mem=587.28 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=165.12/300.00W
[GPU 2] Task=copy_model           | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364761.683560 | Time=1.99 ms | Mem=587.28 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=165.12/300.00W
[GPU 2] Task=copy_batch           | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774364761.469189 | Time=1215.15 ms | Mem=587.78 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=111.50/300.00W
[GPU 2] Task=copy_batch           | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364762.691378 | Time=84.59 ms | Mem=784.28 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=111.46/300.00W
[GPU 2] Task=compute_forward      | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774364761.681777 | Time=1305.01 ms | Mem=685.78 MB | MaxMem=5341.46 MB | GpuUtil=6% | Power=111.36/300.00W
[GPU 2] Task=compute_forward      | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364763.007732 | Time=57.40 ms | Mem=5193.96 MB | MaxMem=5341.46 MB | GpuUtil=6% | Power=110.32/300.00W
[GPU 2] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=2 Target=True | StartTime=1774364763.067731 | Time=1.04 ms | Mem=5193.96 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=110.32/300.00W
[GPU 2] Task=copy_batch_out       | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364763.071738 | Time=33.13 ms | Mem=5095.46 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=110.32/300.00W
[GPU 2] Task=copy_grad            | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364762.778883 | Time=789.31 ms | Mem=5095.46 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=104.67/300.00W
[GPU 2] Task=compute_backward     | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364763.067636 | Time=625.14 ms | Mem=750.21 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=103.51/300.00W
[GPU 2] Task=copy_grad_out        | Batch=3 UBatch=0 | Partition=2 Target=False | StartTime=1774364761.616908 | Time=2076.88 ms | Mem=750.21 MB | MaxMem=5341.46 MB | GpuUtil=0% | Power=103.51/300.00W
