
====== Step 1 ======
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774436700.416871 | Time=3277.98 ms | Mem=647.87 MB | MaxMem=647.87 MB | GpuUtil=0% | Power=156.24/300.00W
[GPU 2] Task=copy_batch           | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436703.754571 | Time=47.30 ms | Mem=944.68 MB | MaxMem=944.68 MB | GpuUtil=64% | Power=138.95/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774436700.416628 | Time=3799.44 ms | Mem=557.30 MB | MaxMem=1658.30 MB | GpuUtil=98% | Power=154.36/300.00W
[GPU 2] Task=compute_forward      | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436704.233654 | Time=253.19 ms | Mem=5065.48 MB | MaxMem=5065.48 MB | GpuUtil=84% | Power=180.66/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=True | StartTime=1774436704.514960 | Time=1.57 ms | Mem=5065.48 MB | MaxMem=5065.48 MB | GpuUtil=84% | Power=180.66/300.00W
[GPU 2] Task=copy_batch_out       | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436704.521055 | Time=0.89 ms | Mem=5065.48 MB | MaxMem=5065.48 MB | GpuUtil=84% | Power=180.66/300.00W
[GPU 2] Task=copy_grad            | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436703.809576 | Time=2477.98 ms | Mem=4966.98 MB | MaxMem=5065.48 MB | GpuUtil=0% | Power=152.79/300.00W
[GPU 2] Task=compute_backward     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436704.515314 | Time=1927.14 ms | Mem=623.35 MB | MaxMem=5212.98 MB | GpuUtil=0% | Power=150.86/300.00W
[GPU 2] Task=copy_grad_out        | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436700.416794 | Time=6030.42 ms | Mem=623.35 MB | MaxMem=5212.98 MB | GpuUtil=0% | Power=148.80/300.00W
[GPU 2] Task=compute_optimize     | Batch=1 UBatch=0 | Partition=2 Target=False | StartTime=1774436706.450509 | Time=180.14 ms | Mem=587.28 MB | MaxMem=5212.98 MB | GpuUtil=0% | Power=146.81/300.00W

====== Step 2 ======
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774436706.634724 | Time=1.62 ms | Mem=587.28 MB | MaxMem=5212.98 MB | GpuUtil=0% | Power=146.81/300.00W
[GPU 2] Task=copy_model           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774436706.639696 | Time=3.24 ms | Mem=587.28 MB | MaxMem=5212.98 MB | GpuUtil=0% | Power=146.81/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774436706.291515 | Time=2167.64 ms | Mem=587.78 MB | MaxMem=5212.98 MB | GpuUtil=100% | Power=190.55/300.00W
[GPU 2] Task=compute_forward      | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774436706.640414 | Time=2084.52 ms | Mem=784.28 MB | MaxMem=5212.98 MB | GpuUtil=100% | Power=186.91/300.00W
[GPU 2] Task=copy_batch           | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774436708.489583 | Time=239.71 ms | Mem=685.78 MB | MaxMem=5212.98 MB | GpuUtil=100% | Power=186.91/300.00W
[GPU 2] Task=compute_forward      | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774436708.738482 | Time=46.84 ms | Mem=5193.96 MB | MaxMem=5212.98 MB | GpuUtil=100% | Power=185.77/300.00W
[GPU 2] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=2 Target=True | StartTime=1774436708.792204 | Time=1.63 ms | Mem=5193.96 MB | MaxMem=5212.98 MB | GpuUtil=100% | Power=185.77/300.00W
[GPU 2] Task=copy_batch_out       | Batch=2 UBatch=0 | Partition=2 Target=False | StartTime=1774436708.804817 | Time=8.85 ms | Mem=5095.46 MB | MaxMem=5212.98 MB | GpuUtil=100% | Power=185.77/300.00W
